,tweet_id,expanded_urls,rating_numerator,rating_denominator,dog_class
1659,683098815881154561,https://twitter.com/dog_rates/status/683098815881154561/photo/1,12,10,
1658,683111407806746624,https://twitter.com/dog_rates/status/683111407806746624/photo/1,10,10,pupper
1657,683142553609318400,https://twitter.com/dog_rates/status/683142553609318400/photo/1,9,10,pupper
1656,683357973142474752,https://twitter.com/dog_rates/status/683357973142474752/photo/1,10,10,
1655,683391852557561860,https://twitter.com/dog_rates/status/683391852557561860/photo/1,11,10,
1654,683449695444799489,https://twitter.com/dog_rates/status/683449695444799489/photo/1,10,10,
1653,683462770029932544,https://twitter.com/dog_rates/status/683462770029932544/photo/1,8,10,pupper
1652,683481228088049664,https://twitter.com/dog_rates/status/683481228088049664/photo/1,11,10,pupper
1651,683498322573824003,https://twitter.com/dog_rates/status/683498322573824003/photo/1,11,10,
1650,683515932363329536,https://vine.co/v/ibvnzrauFuV,11,10,
1649,683742671509258241,https://twitter.com/dog_rates/status/683742671509258241/photo/1,11,10,
1648,683773439333797890,https://twitter.com/dog_rates/status/683773439333797890/photo/1,9,10,
1647,683828599284170753,https://twitter.com/dog_rates/status/683828599284170753/photo/1,12,10,pupper
1646,683834909291606017,https://twitter.com/dog_rates/status/683834909291606017/video/1,9,10,pupper
1645,683849932751646720,https://twitter.com/dog_rates/status/683849932751646720/photo/1,5,10,
1644,683852578183077888,https://twitter.com/dog_rates/status/683852578183077888/photo/1,10,10,
1643,683857920510050305,https://twitter.com/dog_rates/status/683857920510050305/photo/1,10,10,
1642,684097758874210310,https://twitter.com/dog_rates/status/684097758874210310/photo/1,10,10,
1641,684122891630342144,https://twitter.com/dog_rates/status/684122891630342144/photo/1,11,10,
1640,684147889187209216,https://vine.co/v/ib2nTOEuuOI,12,10,pupper
1639,684177701129875456,https://twitter.com/dog_rates/status/684177701129875456/photo/1,10,10,
1638,684188786104872960,https://twitter.com/dog_rates/status/684188786104872960/photo/1,10,10,
1637,684195085588783105,https://twitter.com/dog_rates/status/684195085588783105/photo/1,9,10,
1636,684200372118904832,https://twitter.com/dog_rates/status/684200372118904832/photo/1,6,10,
1633,684241637099323392,"https://twitter.com/dog_rates/status/684241637099323392/photo/1,https://twitter.com/dog_rates/status/684241637099323392/photo/1,https://twitter.com/dog_rates/status/684241637099323392/photo/1",12,10,
1632,684460069371654144,https://twitter.com/dog_rates/status/684460069371654144/photo/1,10,10,
1631,684481074559381504,https://twitter.com/dog_rates/status/684481074559381504/photo/1,10,10,
1629,684567543613382656,https://twitter.com/dog_rates/status/684567543613382656/photo/1,4,10,
1628,684588130326986752,https://vine.co/v/ihWIxntjtO7,12,10,pupper
1627,684594889858887680,https://twitter.com/dog_rates/status/684594889858887680/photo/1,10,10,
1626,684800227459624960,https://twitter.com/dog_rates/status/684800227459624960/photo/1,11,10,
1625,684830982659280897,https://vine.co/v/eEZXZI1rqxX,13,10,pupper
1624,684880619965411328,https://twitter.com/dog_rates/status/684880619965411328/photo/1,5,10,pupper
1623,684902183876321280,https://twitter.com/dog_rates/status/684902183876321280/photo/1,11,10,
1622,684914660081053696,https://twitter.com/dog_rates/status/684914660081053696/photo/1,12,10,
1621,684926975086034944,https://twitter.com/dog_rates/status/684926975086034944/photo/1,11,10,
1620,684940049151070208,"https://twitter.com/dog_rates/status/684940049151070208/photo/1,https://twitter.com/dog_rates/status/684940049151070208/photo/1",12,10,
1619,684959798585110529,https://twitter.com/dog_rates/status/684959798585110529/photo/1,5,10,
1617,685169283572338688,https://twitter.com/dog_rates/status/685169283572338688/photo/1,11,10,pupper
1616,685198997565345792,https://twitter.com/dog_rates/status/685198997565345792/photo/1,11,10,
1615,685268753634967552,https://twitter.com/dog_rates/status/685268753634967552/photo/1,10,10,pupper
1614,685307451701334016,https://twitter.com/dog_rates/status/685307451701334016/photo/1,11,10,floofer
1613,685315239903100929,"https://twitter.com/dog_rates/status/685315239903100929/photo/1,https://twitter.com/dog_rates/status/685315239903100929/photo/1",11,10,
1612,685321586178670592,https://twitter.com/dog_rates/status/685321586178670592/photo/1,10,10,
1611,685325112850124800,https://twitter.com/dog_rates/status/685325112850124800/photo/1,10,10,
1610,685532292383666176,https://twitter.com/dog_rates/status/685532292383666176/photo/1,9,10,
1609,685547936038666240,"https://twitter.com/dog_rates/status/685547936038666240/photo/1,https://twitter.com/dog_rates/status/685547936038666240/photo/1",14,10,pupper
1608,685641971164143616,https://twitter.com/dog_rates/status/685641971164143616/photo/1,7,10,pupper
1607,685663452032069632,https://twitter.com/dog_rates/status/685663452032069632/video/1,12,10,
1606,685667379192414208,https://twitter.com/dog_rates/status/685667379192414208/photo/1,9,10,pupper
1604,685906723014619143,"https://twitter.com/dog_rates/status/685906723014619143/photo/1,https://twitter.com/dog_rates/status/685906723014619143/photo/1",9,10,
1603,685943807276412928,https://twitter.com/dog_rates/status/685943807276412928/video/1,8,10,pupper
1602,685973236358713344,https://twitter.com/dog_rates/status/685973236358713344/photo/1,11,10,
1601,686003207160610816,https://twitter.com/dog_rates/status/686003207160610816/photo/1,3,10,
1600,686007916130873345,https://twitter.com/dog_rates/status/686007916130873345/photo/1,11,10,pupper
1599,686034024800862208,https://twitter.com/dog_rates/status/686034024800862208/photo/1,12,10,
1597,686050296934563840,https://twitter.com/dog_rates/status/686050296934563840/photo/1,11,10,
1596,686286779679375361,https://vine.co/v/iMZx6aDbExn,12,10,
1595,686358356425093120,https://twitter.com/dog_rates/status/686358356425093120/photo/1,10,10,
1594,686377065986265092,https://twitter.com/dog_rates/status/686377065986265092/photo/1,10,10,pupper
1593,686386521809772549,https://twitter.com/dog_rates/status/686386521809772549/photo/1,11,10,
1592,686394059078897668,https://vine.co/v/iMqBebnOvav,12,10,
1591,686606069955735556,https://twitter.com/dog_rates/status/686606069955735556/photo/1,10,10,
1590,686618349602762752,https://twitter.com/dog_rates/status/686618349602762752/photo/1,11,10,pupper
1589,686683045143953408,https://twitter.com/dog_rates/status/686683045143953408/photo/1,11,10,pupper
1588,686730991906516992,https://twitter.com/dog_rates/status/686730991906516992/photo/1,12,10,
1587,686749460672679938,https://twitter.com/dog_rates/status/686749460672679938/photo/1,8,10,
1586,686760001961103360,https://vine.co/v/iMvubwT260D,12,10,pupper
1585,686947101016735744,https://twitter.com/dog_rates/status/686947101016735744/photo/1,11,10,
1584,687096057537363968,https://twitter.com/dog_rates/status/687096057537363968/photo/1,11,10,pupper
1583,687102708889812993,https://twitter.com/dog_rates/status/687102708889812993/photo/1,5,10,
1582,687109925361856513,"https://twitter.com/dog_rates/status/687109925361856513/photo/1,https://twitter.com/dog_rates/status/687109925361856513/photo/1,https://twitter.com/dog_rates/status/687109925361856513/photo/1",11,10,
1581,687124485711986689,https://twitter.com/dog_rates/status/687124485711986689/photo/1,11,10,
1580,687127927494963200,https://twitter.com/dog_rates/status/687127927494963200/photo/1,9,10,
1579,687312378585812992,https://twitter.com/dog_rates/status/687312378585812992/photo/1,7,10,pupper
1578,687317306314240000,"https://twitter.com/dog_rates/status/687317306314240000/photo/1,https://twitter.com/dog_rates/status/687317306314240000/photo/1",11,10,
1577,687399393394311168,https://vine.co/v/iM2hLu9LU5i,10,10,
1576,687460506001633280,https://twitter.com/dog_rates/status/687460506001633280/photo/1,10,10,
1575,687476254459715584,https://twitter.com/dog_rates/status/687476254459715584/photo/1,11,10,pupper
1574,687480748861947905,https://twitter.com/dog_rates/status/687480748861947905/photo/1,12,10,
1573,687494652870668288,https://twitter.com/dog_rates/status/687494652870668288/photo/1,7,10,
1572,687664829264453632,https://twitter.com/dog_rates/status/687664829264453632/photo/1,11,10,
1571,687704180304273409,https://twitter.com/dog_rates/status/687704180304273409/photo/1,9,10,pupper
1570,687732144991551489,https://vine.co/v/iOuMphL5DBY,11,10,
1569,687807801670897665,https://twitter.com/dog_rates/status/687807801670897665/photo/1,11,10,
1568,687818504314159109,https://twitter.com/dog_rates/status/687818504314159109/photo/1,12,10,pupper
1567,687826841265172480,"https://twitter.com/dog_rates/status/687826841265172480/photo/1,https://twitter.com/dog_rates/status/687826841265172480/photo/1,https://twitter.com/dog_rates/status/687826841265172480/photo/1,https://twitter.com/dog_rates/status/687826841265172480/photo/1",12,10,
1566,687841446767013888,https://vine.co/v/iOWwUPH1hrw,13,10,
1565,688064179421470721,https://twitter.com/dog_rates/status/688064179421470721/photo/1,11,10,
1564,688116655151435777,https://twitter.com/dog_rates/status/688116655151435777/photo/1,10,10,
1563,688179443353796608,https://twitter.com/dog_rates/status/688179443353796608/photo/1,10,10,pupper
1562,688211956440801280,https://twitter.com/dog_rates/status/688211956440801280/video/1,13,10,
1561,688385280030670848,"https://twitter.com/dog_rates/status/688385280030670848/photo/1,https://twitter.com/dog_rates/status/688385280030670848/photo/1,https://twitter.com/dog_rates/status/688385280030670848/photo/1,https://twitter.com/dog_rates/status/688385280030670848/photo/1",12,10,
1560,688519176466644993,https://twitter.com/dog_rates/status/688519176466644993/photo/1,12,10,pupper
1559,688547210804498433,https://twitter.com/dog_rates/status/688547210804498433/photo/1,9,10,
1558,688789766343622656,https://twitter.com/dog_rates/status/688789766343622656/photo/1,8,10,
1557,688804835492233216,"https://twitter.com/dog_rates/status/688804835492233216/photo/1,https://twitter.com/dog_rates/status/688804835492233216/photo/1,https://twitter.com/dog_rates/status/688804835492233216/photo/1",12,10,
1556,688828561667567616,https://twitter.com/dog_rates/status/688828561667567616/photo/1,9,10,
1555,688894073864884227,https://twitter.com/dog_rates/status/688894073864884227/photo/1,7,10,pupper
1554,688898160958271489,"https://twitter.com/dog_rates/status/688898160958271489/photo/1,https://twitter.com/dog_rates/status/688898160958271489/photo/1",10,10,
1553,688908934925697024,https://twitter.com/dog_rates/status/688908934925697024/photo/1,8,10,
1552,688916208532455424,"https://twitter.com/dog_rates/status/688916208532455424/photo/1,https://twitter.com/dog_rates/status/688916208532455424/photo/1",11,10,pupper
1551,689143371370250240,https://twitter.com/dog_rates/status/689143371370250240/photo/1,10,10,pupper
1550,689154315265683456,https://twitter.com/dog_rates/status/689154315265683456/photo/1,9,10,
1549,689255633275777024,https://vine.co/v/iOL792n5hz2,10,10,
1548,689275259254616065,https://twitter.com/dog_rates/status/689275259254616065/photo/1,10,10,
1547,689280876073582592,"https://twitter.com/dog_rates/status/689280876073582592/photo/1,https://twitter.com/dog_rates/status/689280876073582592/photo/1,https://twitter.com/dog_rates/status/689280876073582592/photo/1,https://twitter.com/dog_rates/status/689280876073582592/photo/1",10,10,
1546,689283819090870273,https://twitter.com/dog_rates/status/689283819090870273/photo/1,9,10,
1545,689289219123089408,https://twitter.com/dog_rates/status/689289219123089408/video/1,13,10,
1544,689517482558820352,"https://twitter.com/dog_rates/status/689517482558820352/photo/1,https://twitter.com/dog_rates/status/689517482558820352/photo/1,https://twitter.com/dog_rates/status/689517482558820352/photo/1",12,10,
1543,689557536375177216,https://twitter.com/dog_rates/status/689557536375177216/photo/1,12,10,
1542,689599056876867584,https://twitter.com/dog_rates/status/689599056876867584/photo/1,11,10,
1541,689623661272240129,"https://twitter.com/dog_rates/status/689623661272240129/photo/1,https://twitter.com/dog_rates/status/689623661272240129/photo/1",10,10,pupper
1540,689659372465688576,https://twitter.com/dog_rates/status/689659372465688576/photo/1,8,10,
1539,689661964914655233,https://twitter.com/dog_rates/status/689661964914655233/photo/1,12,10,
1538,689835978131935233,https://twitter.com/dog_rates/status/689835978131935233/photo/1,11,10,
1537,689877686181715968,https://twitter.com/dog_rates/status/689877686181715968/photo/1,9,10,
1536,689905486972461056,"https://twitter.com/dog_rates/status/689905486972461056/photo/1,https://twitter.com/dog_rates/status/689905486972461056/photo/1,https://twitter.com/dog_rates/status/689905486972461056/photo/1,https://twitter.com/dog_rates/status/689905486972461056/photo/1",11,10,pupper
1535,689977555533848577,https://twitter.com/dog_rates/status/689977555533848577/photo/1,12,10,
1534,689993469801164801,https://vine.co/v/ienexVMZgi5,12,10,floofer
1533,689999384604450816,https://twitter.com/dog_rates/status/689999384604450816/photo/1,10,10,
1532,690005060500217858,https://twitter.com/dog_rates/status/690005060500217858/photo/1,10,10,
1531,690015576308211712,"https://twitter.com/dog_rates/status/690015576308211712/photo/1,https://twitter.com/dog_rates/status/690015576308211712/photo/1",12,10,pupper
1530,690021994562220032,https://twitter.com/dog_rates/status/690021994562220032/photo/1,10,10,
1529,690248561355657216,https://twitter.com/dog_rates/status/690248561355657216/photo/1,11,10,
1528,690348396616552449,https://vine.co/v/iejBWerY9X2,12,10,
1527,690360449368465409,https://twitter.com/dog_rates/status/690360449368465409/photo/1,9,10,
1526,690374419777196032,https://twitter.com/dog_rates/status/690374419777196032/photo/1,11,10,
1525,690400367696297985,https://twitter.com/dog_rates/status/690400367696297985/photo/1,10,10,
1524,690597161306841088,https://twitter.com/dog_rates/status/690597161306841088/photo/1,11,10,
1522,690649993829576704,https://twitter.com/dog_rates/status/690649993829576704/photo/1,11,10,
1521,690690673629138944,https://twitter.com/dog_rates/status/690690673629138944/photo/1,10,10,
1520,690728923253055490,https://twitter.com/dog_rates/status/690728923253055490/photo/1,8,10,
1519,690735892932222976,"https://twitter.com/dog_rates/status/690735892932222976/photo/1,https://twitter.com/dog_rates/status/690735892932222976/photo/1",13,10,
1518,690932576555528194,https://twitter.com/dog_rates/status/690932576555528194/photo/1,12,10,
1517,690938899477221376,https://twitter.com/dog_rates/status/690938899477221376/photo/1,10,10,
1516,690959652130045952,"https://twitter.com/dog_rates/status/690959652130045952/photo/1,https://twitter.com/dog_rates/status/690959652130045952/photo/1,https://twitter.com/dog_rates/status/690959652130045952/photo/1,https://twitter.com/dog_rates/status/690959652130045952/photo/1",11,10,
1515,690989312272396288,https://vine.co/v/iOZKZEU2nHq,12,10,
1514,691090071332753408,https://twitter.com/dog_rates/status/691090071332753408/photo/1,12,10,
1513,691096613310316544,https://twitter.com/dog_rates/status/691096613310316544/photo/1,11,10,
1512,691321916024623104,https://twitter.com/dog_rates/status/691321916024623104/photo/1,11,10,
1511,691416866452082688,https://twitter.com/dog_rates/status/691416866452082688/photo/1,13,10,
1510,691444869282295808,"https://twitter.com/dog_rates/status/691444869282295808/photo/1,https://twitter.com/dog_rates/status/691444869282295808/photo/1",12,10,
1509,691459709405118465,"https://twitter.com/dog_rates/status/691459709405118465/photo/1,https://twitter.com/dog_rates/status/691459709405118465/photo/1",12,10,
1508,691483041324204033,"https://twitter.com/dog_rates/status/691483041324204033/photo/1,https://twitter.com/dog_rates/status/691483041324204033/photo/1,https://twitter.com/dog_rates/status/691483041324204033/photo/1,https://twitter.com/dog_rates/status/691483041324204033/photo/1",5,10,
1507,691675652215414786,https://twitter.com/dog_rates/status/691675652215414786/photo/1,10,10,
1506,691756958957883396,https://twitter.com/dog_rates/status/691756958957883396/photo/1,10,10,
1505,691793053716221953,https://vine.co/v/OTTVAKw6YlW,10,10,
1504,691820333922455552,https://twitter.com/dog_rates/status/691820333922455552/photo/1,8,10,
1503,692017291282812928,https://twitter.com/dog_rates/status/692017291282812928/photo/1,9,10,
1502,692041934689402880,https://vine.co/v/iiI3wmqXYmA,13,10,
1500,692158366030913536,https://twitter.com/dog_rates/status/692158366030913536/photo/1,10,10,
1499,692187005137076224,"https://twitter.com/dog_rates/status/692187005137076224/photo/1,https://twitter.com/dog_rates/status/692187005137076224/photo/1,https://twitter.com/dog_rates/status/692187005137076224/photo/1",12,10,
1498,692417313023332352,https://twitter.com/dog_rates/status/692417313023332352/photo/1,7,10,pupper
1496,692530551048294401,https://twitter.com/dog_rates/status/692530551048294401/photo/1,10,10,
1495,692535307825213440,https://twitter.com/dog_rates/status/692535307825213440/photo/1,10,10,
1494,692568918515392513,"https://twitter.com/dog_rates/status/692568918515392513/photo/1,https://twitter.com/dog_rates/status/692568918515392513/photo/1,https://twitter.com/dog_rates/status/692568918515392513/photo/1",12,10,
1493,692752401762250755,https://twitter.com/dog_rates/status/692752401762250755/photo/1,13,10,pupper
1492,692828166163931137,https://twitter.com/dog_rates/status/692828166163931137/photo/1,12,10,pupper
1491,692894228850999298,https://twitter.com/dog_rates/status/692894228850999298/photo/1,10,10,
1490,692901601640583168,https://twitter.com/dog_rates/status/692901601640583168/photo/1,10,10,
1489,692905862751522816,https://twitter.com/dog_rates/status/692905862751522816/photo/1,10,10,pupper
1488,692919143163629568,https://twitter.com/dog_rates/status/692919143163629568/photo/1,9,10,
1487,693095443459342336,https://twitter.com/dog_rates/status/693095443459342336/photo/1,10,10,pupper
1486,693109034023534592,https://twitter.com/dog_rates/status/693109034023534592/video/1,11,10,
1485,693155686491000832,"https://twitter.com/dog_rates/status/693155686491000832/photo/1,https://twitter.com/dog_rates/status/693155686491000832/photo/1,https://twitter.com/dog_rates/status/693155686491000832/photo/1,https://twitter.com/dog_rates/status/693155686491000832/photo/1",12,10,
1484,693231807727280129,https://twitter.com/dog_rates/status/693231807727280129/photo/1,9,10,
1483,693262851218264065,https://twitter.com/dog_rates/status/693262851218264065/photo/1,11,10,pupper
1482,693267061318012928,https://vine.co/v/i5n2irFUYWv,12,10,
1481,693280720173801472,https://twitter.com/dog_rates/status/693280720173801472/photo/1,10,10,
1480,693486665285931008,https://twitter.com/dog_rates/status/693486665285931008/video/1,11,10,
1478,693590843962331137,https://twitter.com/dog_rates/status/693590843962331137/photo/1,3,10,pupper
1477,693622659251335168,https://twitter.com/dog_rates/status/693622659251335168/photo/1,10,10,
1476,693629975228977152,"https://twitter.com/dog_rates/status/693629975228977152/photo/1,https://twitter.com/dog_rates/status/693629975228977152/photo/1",12,10,pupper
1475,693642232151285760,https://twitter.com/dog_rates/status/693642232151285760/photo/1,9,10,
1473,693647888581312512,https://twitter.com/dog_rates/status/693647888581312512/photo/1,7,10,
1472,693942351086120961,https://twitter.com/dog_rates/status/693942351086120961/photo/1,10,10,
1471,693993230313091072,https://vine.co/v/i5ETazP5hrm,12,10,
1470,694001791655137281,"https://twitter.com/dog_rates/status/694001791655137281/photo/1,https://twitter.com/dog_rates/status/694001791655137281/photo/1",11,10,
1469,694183373896572928,"https://twitter.com/dog_rates/status/694183373896572928/photo/1,https://twitter.com/dog_rates/status/694183373896572928/photo/1",9,10,
1468,694206574471057408,https://twitter.com/dog_rates/status/694206574471057408/photo/1,10,10,
1467,694329668942569472,https://twitter.com/dog_rates/status/694329668942569472/photo/1,9,10,pupper
1466,694342028726001664,https://vine.co/v/iJWKejYdLlh,11,10,
1465,694352839993344000,"https://twitter.com/dog_rates/status/694352839993344000/photo/1,https://twitter.com/dog_rates/status/694352839993344000/photo/1,https://twitter.com/dog_rates/status/694352839993344000/photo/1,https://twitter.com/dog_rates/status/694352839993344000/photo/1",10,10,
1463,694669722378485760,"https://twitter.com/dog_rates/status/694669722378485760/photo/1,https://twitter.com/dog_rates/status/694669722378485760/photo/1",12,10,
1462,694905863685980160,https://twitter.com/dog_rates/status/694905863685980160/photo/1,10,10,
1461,694925794720792577,https://vine.co/v/iJvUqWQ166L,5,10,
1460,695051054296211456,"https://twitter.com/dog_rates/status/695051054296211456/photo/1,https://twitter.com/dog_rates/status/695051054296211456/photo/1",6,10,
1459,695064344191721472,https://twitter.com/dog_rates/status/695064344191721472/video/1,4,10,
1458,695074328191332352,https://twitter.com/dog_rates/status/695074328191332352/photo/1,11,10,pupper
1457,695095422348574720,https://twitter.com/dog_rates/status/695095422348574720/photo/1,12,10,pupper
1456,695314793360662529,"https://twitter.com/dog_rates/status/695314793360662529/photo/1,https://twitter.com/dog_rates/status/695314793360662529/photo/1,https://twitter.com/dog_rates/status/695314793360662529/photo/1,https://twitter.com/dog_rates/status/695314793360662529/photo/1",10,10,
1455,695409464418041856,https://twitter.com/dog_rates/status/695409464418041856/photo/1,10,10,
1454,695446424020918272,https://twitter.com/dog_rates/status/695446424020918272/photo/1,12,10,
1453,695629776980148225,"https://twitter.com/dog_rates/status/695629776980148225/photo/1,https://twitter.com/dog_rates/status/695629776980148225/photo/1",8,10,
1451,695794761660297217,https://twitter.com/dog_rates/status/695794761660297217/photo/1,13,10,
1450,695816827381944320,https://twitter.com/dog_rates/status/695816827381944320/photo/1,11,10,
1449,696100768806522880,https://vine.co/v/i1KWj0vbvA9,10,10,pupper
1448,696405997980676096,https://twitter.com/dog_rates/status/696405997980676096/photo/1,7,10,
1447,696488710901260288,https://twitter.com/dog_rates/status/696488710901260288/photo/1,12,10,
1444,696713835009417216,https://twitter.com/dog_rates/status/696713835009417216/photo/1,9,10,pupper
1443,696744641916489729,https://vine.co/v/i1wrljBUjAu,10,10,
1442,696754882863349760,https://twitter.com/dog_rates/status/696754882863349760/photo/1,10,10,
1441,696877980375769088,https://twitter.com/dog_rates/status/696877980375769088/photo/1,9,10,pupper
1440,696886256886657024,https://twitter.com/dog_rates/status/696886256886657024/photo/1,12,10,
1439,696894894812565505,https://twitter.com/dog_rates/status/696894894812565505/photo/1,9,10,
1438,696900204696625153,https://twitter.com/dog_rates/status/696900204696625153/photo/1,12,10,
1437,697242256848379904,https://twitter.com/dog_rates/status/697242256848379904/photo/1,10,10,
1436,697255105972801536,https://twitter.com/dog_rates/status/697255105972801536/photo/1,10,10,
1435,697259378236399616,https://twitter.com/dog_rates/status/697259378236399616/photo/1,8,10,
1434,697270446429966336,https://twitter.com/dog_rates/status/697270446429966336/photo/1,10,10,
1432,697482927769255936,https://twitter.com/dog_rates/status/697482927769255936/photo/1,11,10,
1431,697516214579523584,https://vine.co/v/i1LriMBmX6W,9,10,
1430,697575480820686848,https://twitter.com/dog_rates/status/697575480820686848/photo/1,8,10,
1429,697596423848730625,https://twitter.com/dog_rates/status/697596423848730625/photo/1,11,10,pupper
1428,697616773278015490,"https://twitter.com/dog_rates/status/697616773278015490/photo/1,https://twitter.com/dog_rates/status/697616773278015490/photo/1",11,10,pupper
1427,697630435728322560,https://vine.co/v/in7ZzHPKzWz,8,10,
1426,697881462549430272,https://twitter.com/dog_rates/status/697881462549430272/photo/1,10,10,
1425,697943111201378304,https://twitter.com/dog_rates/status/697943111201378304/photo/1,10,10,
1424,697990423684476929,"https://twitter.com/dog_rates/status/697990423684476929/photo/1,https://twitter.com/dog_rates/status/697990423684476929/photo/1,https://twitter.com/dog_rates/status/697990423684476929/photo/1",11,10,
1423,697995514407682048,https://twitter.com/dog_rates/status/697995514407682048/photo/1,11,10,
1422,698178924120031232,https://twitter.com/dog_rates/status/698178924120031232/photo/1,10,10,
1421,698195409219559425,https://twitter.com/dog_rates/status/698195409219559425/photo/1,9,10,
1420,698262614669991936,https://twitter.com/dog_rates/status/698262614669991936/photo/1,11,10,
1419,698342080612007937,https://twitter.com/dog_rates/status/698342080612007937/video/1,11,10,
1418,698355670425473025,https://twitter.com/dog_rates/status/698355670425473025/photo/1,10,10,
1417,698549713696649216,https://twitter.com/dog_rates/status/698549713696649216/photo/1,9,10,
1416,698635131305795584,https://twitter.com/dog_rates/status/698635131305795584/video/1,12,10,
1415,698703483621523456,https://twitter.com/dog_rates/status/698703483621523456/photo/1,7,10,
1414,698710712454139905,https://twitter.com/dog_rates/status/698710712454139905/photo/1,10,10,
1413,698907974262222848,"https://twitter.com/dog_rates/status/698907974262222848/photo/1,https://twitter.com/dog_rates/status/698907974262222848/photo/1,https://twitter.com/dog_rates/status/698907974262222848/photo/1",10,10,
1412,698953797952008193,https://twitter.com/dog_rates/status/698953797952008193/photo/1,11,10,
1411,698989035503689728,https://twitter.com/dog_rates/status/698989035503689728/photo/1,13,10,
1410,699036661657767936,https://twitter.com/dog_rates/status/699036661657767936/photo/1,13,10,pupper
1409,699060279947165696,https://vine.co/v/inlmMHxtqDD,12,10,
1408,699072405256409088,https://twitter.com/dog_rates/status/699072405256409088/video/1,12,10,
1407,699079609774645248,"https://twitter.com/dog_rates/status/699079609774645248/photo/1,https://twitter.com/dog_rates/status/699079609774645248/photo/1,https://twitter.com/dog_rates/status/699079609774645248/photo/1,https://twitter.com/dog_rates/status/699079609774645248/photo/1",8,10,
1406,699088579889332224,https://twitter.com/dog_rates/status/699088579889332224/photo/1,3,10,
1405,699323444782047232,https://twitter.com/dog_rates/status/699323444782047232/photo/1,10,10,
1404,699370870310113280,https://twitter.com/dog_rates/status/699370870310113280/photo/1,11,10,
1403,699413908797464576,https://twitter.com/dog_rates/status/699413908797464576/photo/1,11,10,
1402,699423671849451520,https://twitter.com/dog_rates/status/699423671849451520/photo/1,10,10,
1401,699434518667751424,https://twitter.com/dog_rates/status/699434518667751424/photo/1,12,10,pupper
1400,699446877801091073,"https://twitter.com/dog_rates/status/699446877801091073/photo/1,https://twitter.com/dog_rates/status/699446877801091073/photo/1,https://twitter.com/dog_rates/status/699446877801091073/photo/1",12,10,
1399,699691744225525762,https://twitter.com/dog_rates/status/699691744225525762/photo/1,5,10,
1398,699775878809702401,https://twitter.com/dog_rates/status/699775878809702401/photo/1,11,10,
1397,699779630832685056,"https://twitter.com/dog_rates/status/699779630832685056/photo/1,https://twitter.com/dog_rates/status/699779630832685056/photo/1",10,10,
1396,699788877217865730,https://twitter.com/dog_rates/status/699788877217865730/photo/1,12,10,
1395,699801817392291840,"https://twitter.com/dog_rates/status/699801817392291840/photo/1,https://twitter.com/dog_rates/status/699801817392291840/photo/1,https://twitter.com/dog_rates/status/699801817392291840/photo/1,https://twitter.com/dog_rates/status/699801817392291840/photo/1",11,10,pupper
1394,700002074055016451,https://twitter.com/dog_rates/status/700002074055016451/photo/1,9,10,
1393,700029284593901568,https://twitter.com/dog_rates/status/700029284593901568/photo/1,10,10,
1392,700062718104104960,https://twitter.com/dog_rates/status/700062718104104960/photo/1,6,10,
1391,700143752053182464,https://twitter.com/dog_rates/status/700143752053182464/photo/1,10,10,pupper
1390,700151421916807169,https://twitter.com/dog_rates/status/700151421916807169/photo/1,11,10,pupper
1389,700167517596164096,https://twitter.com/dog_rates/status/700167517596164096/photo/1,10,10,
1388,700462010979500032,https://twitter.com/dog_rates/status/700462010979500032/photo/1,6,10,
1387,700505138482569216,"https://twitter.com/dog_rates/status/700505138482569216/photo/1,https://twitter.com/dog_rates/status/700505138482569216/photo/1,https://twitter.com/dog_rates/status/700505138482569216/photo/1,https://twitter.com/dog_rates/status/700505138482569216/photo/1",12,10,
1386,700518061187723268,https://twitter.com/dog_rates/status/700518061187723268/photo/1,10,10,
1385,700747788515020802,https://twitter.com/dog_rates/status/700747788515020802/photo/1,11,10,
1384,700796979434098688,https://twitter.com/dog_rates/status/700796979434098688/photo/1,7,10,
1383,700847567345688576,https://twitter.com/dog_rates/status/700847567345688576/photo/1,10,10,
1382,700864154249383937,https://twitter.com/dog_rates/status/700864154249383937/photo/1,12,10,pupper
1381,700890391244103680,https://twitter.com/dog_rates/status/700890391244103680/photo/1,11,10,
1380,701214700881756160,https://twitter.com/dog_rates/status/701214700881756160/photo/1,12,10,
1379,701545186879471618,https://twitter.com/dog_rates/status/701545186879471618/photo/1,10,10,pupper
1378,701570477911896070,"https://twitter.com/dog_rates/status/701570477911896070/photo/1,https://twitter.com/dog_rates/status/701570477911896070/photo/1",9,10,
1377,701601587219795968,https://twitter.com/dog_rates/status/701601587219795968/photo/1,10,10,
1376,701805642395348998,https://vine.co/v/ivV6Y37mH5Z,11,10,pupper
1375,701889187134500865,https://twitter.com/dog_rates/status/701889187134500865/photo/1,11,10,
1374,701952816642965504,https://twitter.com/dog_rates/status/701952816642965504/photo/1,11,10,
1373,701981390485725185,https://twitter.com/dog_rates/status/701981390485725185/photo/1,12,10,
1372,702217446468493312,https://twitter.com/dog_rates/status/702217446468493312/photo/1,9,10,
1371,702276748847800320,https://twitter.com/dog_rates/status/702276748847800320/photo/1,11,10,
